Seq,Level,COBOLFieldName,GroupPath,PICClause,Usage,ByteLength,DecimalDigits,Signed,StartOffset,EndOffset,DefaultValue,88LevelConditions,ProposedCSharpType,FieldKind,Confidence,Notes
218,20,OMGPR-A-NONCONT-GRP,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1103,1110,ZERO,,decimal,Leaf,CONFIRMED,
219,20,OMGPR-P-NONCONT-GRP,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1111,1113,ZERO,,decimal,Leaf,CONFIRMED,
220,20,OMGPR-A-RISK-PREMIUM,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1114,1121,ZERO,,decimal,Leaf,CONFIRMED,
221,20,OMGPR-P-RISK-PREMIUM,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1122,1124,ZERO,,decimal,Leaf,CONFIRMED,
222,20,OMGPR-A-DELIVERY-ADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1125,1132,ZERO,,decimal,Leaf,CONFIRMED,
223,20,OMGPR-P-DELIVERY-ADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1133,1135,ZERO,,decimal,Leaf,CONFIRMED,
224,20,OMGPR-A-FINANCE-CHG,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1136,1143,ZERO,,decimal,Leaf,CONFIRMED,
225,20,OMGPR-P-FINANCE-CHG,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1144,1146,ZERO,,decimal,Leaf,CONFIRMED,
226,20,OMGPR-A-NONCONT-CUST,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1147,1154,ZERO,,decimal,Leaf,CONFIRMED,
227,20,OMGPR-P-NONCONT-CUST,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1155,1157,ZERO,,decimal,Leaf,CONFIRMED,
228,20,OMGPR-A-PREPAY-DEDUCTION,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1158,1165,ZERO,,decimal,Leaf,CONFIRMED,
229,20,OMGPR-P-PREPAY-DEDUCTION,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1166,1168,ZERO,,decimal,Leaf,CONFIRMED,
230,20,OMGPR-A-VOLUME-DISCOUNT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1169,1176,ZERO,,decimal,Leaf,CONFIRMED,
231,20,OMGPR-P-VOLUME-DISCOUNT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1177,1179,ZERO,,decimal,Leaf,CONFIRMED,
232,20,OMGPR-I-BUY-GROUP-VOL,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(8),COMP,4,,Y,1180,1183,ZERO,,int,Leaf,CONFIRMED,
233,20,OMGPR-A-BG-VOL-DISC,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1184,1191,ZERO,,decimal,Leaf,CONFIRMED,
234,20,OMGPR-P-BG-VOL-DISC,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1192,1194,ZERO,,decimal,Leaf,CONFIRMED,
235,20,OMGPR-A-PANDAC,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1195,1202,ZERO,,decimal,Leaf,CONFIRMED,
236,20,OMGPR-P-PANDAC-ADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-SELL-ADJUSTMENTS,S9(1)V9(4),COMP-3,3,4,Y,1203,1205,ZERO,,decimal,Leaf,CONFIRMED,
237,15,OMGPR-JIT-ADJUSTMENTS,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS,,,,,,,,,,,Group,CONFIRMED,
238,20,OMGPR-A-JIT-SERVICE-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1206,1213,ZERO,,decimal,Leaf,CONFIRMED,
239,20,OMGPR-A-JIT-LABEL-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1214,1221,ZERO,,decimal,Leaf,CONFIRMED,
240,20,OMGPR-A-JIT-APPLY-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1222,1229,ZERO,,decimal,Leaf,CONFIRMED,
241,20,OMGPR-A-JIT-BREAK-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1230,1237,ZERO,,decimal,Leaf,CONFIRMED,
242,20,OMGPR-A-JIT-COST,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1238,1245,ZERO,,decimal,Leaf,CONFIRMED,
243,20,OMGPR-A-JIT-SELL,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-JIT-ADJUSTMENTS,S9(7)V9(8),COMP-3,8,8,Y,1246,1253,ZERO,,decimal,Leaf,CONFIRMED,
244,15,OMGPR-ADDITIONAL-INFORMAT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS,,,,,,,,,,,Group,CONFIRMED,
245,20,OMGPR-F-STOCK-ITEM,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1254,1254,SPACE,,string,Leaf,CONFIRMED,
246,20,OMGPR-D-EXPIRATION,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(10),DISPLAY,10,,N,1255,1264,SPACE,,string,Leaf,CONFIRMED,
247,20,OMGPR-F-JIT-REMOVED,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1265,1265,SPACE,,string,Leaf,CONFIRMED,
248,20,OMGPR-I-GRP-CNT-NBR,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(20),DISPLAY,20,,N,1266,1285,SPACE,,string,Leaf,CONFIRMED,
249,20,OMGPR-I-DIVISION-SELL,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(2),DISPLAY,2,,N,1286,1287,SPACE,,string,Leaf,CONFIRMED,
250,20,OMGPR-A-CUS-UOM-SELL-PRC-UN,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(5)V9(8),COMP-3,7,8,Y,1288,1294,ZERO,,decimal,Leaf,CONFIRMED,
251,20,OMGPR-A-TOTAL-SELL-UN,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(5)V9(8),COMP-3,7,8,Y,1295,1301,ZERO,,decimal,Leaf,CONFIRMED,
252,20,OMGPR-I-DIVISION-COST,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(2),DISPLAY,2,,N,1302,1303,SPACE,,string,Leaf,CONFIRMED,
253,20,OMGPR-F-JIT-EXEMPT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1304,1304,SPACE,,string,Leaf,CONFIRMED,
254,20,OMGPR-F-FRT-EXEMPT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1305,1305,SPACE,,string,Leaf,CONFIRMED,
255,20,OMGPR-Q-ERROR-NBR,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(4),COMP,2,,Y,1306,1307,ZERO,,int,Leaf,CONFIRMED,
256,20,OMGPR-Q-ERROR-CODE-X,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,,,,,,,,,,,Group,CONFIRMED,
257,21,OMGPR-Q-ERROR-CODE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT > OMGPR-Q-ERROR-CODE-X,9(3),DISPLAY,3,,N,1308,1310,ZERO,OMGPR-ACCT-NBR-MISSING=9; OMGPR-ACCT-NOT-FOUND=2; OMGPR-ACT-CUST-NOT-FOUND=3; OMGPR-BG-PRC-PARM-NOT-FND=41; OMGPR-DB2-FATAL-ERROR=70; OMGPR-DIV-NBR-MISSING=8; OMGPR-PRC-LIST-NOT-FOUND=4; OMGPR-PRC-METHOD-INVALID=40; OMGPR-PRICER-FATAL-ERROR=70 THRU 99; OMGPR-PRICER-MEDIUM-ERROR=40 THRU 69; OMGPR-PRICER-NO-ERROR=0; OMGPR-PRICER-WARN-ERROR=1 THRU 39; OMGPR-PROD-NBR-MISSING=11; OMGPR-PROD-NOT-FOUND=6; OMGPR-SHIP-TO-NOT-FOUND=5; OMGPR-UM-NOT-FOUND=1; OMGPR-VEND-NBR-MISSING=10; OMGPR-VENDOR-NOT-FOUND=7,int,Leaf+88,CONFIRMED,
258,20,OMGPR-F-PRICE-LOCKED,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1311,1311,SPACE,OMGPR-PRICE-LOCKED='Y'; OMGPR-PRICE-NOT-LOCKED='N',string,Leaf+88,CONFIRMED,
259,20,OMGPR-D-BG-TIER-START,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(10),DISPLAY,10,,N,1312,1321,SPACE,,string,Leaf,CONFIRMED,
260,20,OMGPR-P-SURCHARGE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(1)V9(4),COMP-3,3,4,Y,1322,1324,ZERO,,decimal,Leaf,CONFIRMED,
261,20,OMGPR-A-SURCHARGE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(5)V9(8),COMP-3,7,8,Y,1325,1331,ZERO,,decimal,Leaf,CONFIRMED,
262,20,OMGPR-C-SURCHARGE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(2),DISPLAY,2,,N,1332,1333,SPACE,,string,Leaf,CONFIRMED,
263,20,OMGPR-C-VEND-VHA-PLUS,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1334,1334,SPACE,,string,Leaf,CONFIRMED,
264,20,OMGPR-Q-COST-PRIORITY,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(4),COMP,2,,Y,1335,1336,ZERO,,int,Leaf,CONFIRMED,
265,20,OMGPR-Q-SELL-PRIORITY,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(4),COMP,2,,Y,1337,1338,ZERO,,int,Leaf,CONFIRMED,
266,20,OMGPR-I-GRP-CONTROL-NBR,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(20),DISPLAY,20,,N,1339,1358,SPACE,,string,Leaf,CONFIRMED,
267,20,OMGPR-P-VNDCOSTADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(1)V9(4),COMP-3,3,4,Y,1359,1361,ZERO,,decimal,Leaf,CONFIRMED,
268,20,OMGPR-A-VNDCOSTADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(5)V9(8),COMP-3,7,8,Y,1362,1368,ZERO,,decimal,Leaf,CONFIRMED,
269,20,OMGPR-C-VNDCOSTADJ,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(2),DISPLAY,2,,N,1369,1370,SPACE,,string,Leaf,CONFIRMED,
270,20,OMGPR-F-CONT-EXCL-SW,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1371,1371,SPACE,OMGPR-CONTRACT-EXCLUDED='Y'; OMGPR-CONTRACT-NOT-EXCLUDED='N',string,Leaf+88,CONFIRMED,
271,20,OMGPR-C-SOURCE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(20),DISPLAY,20,,N,1372,1391,SPACE,,string,Leaf,CONFIRMED,
272,20,OMGPR-VND-JIT-BB-SW,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1392,1392,SPACE,OMGPR-VND-JIT-BB-FEE='B',string,Leaf+88,CONFIRMED,
273,20,OMGPR-VND-JIT-LB-SW,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1393,1393,SPACE,OMGPR-VND-JIT-LB-FEE='L',string,Leaf+88,CONFIRMED,
274,20,OMGPR-VND-JIT-AB-SW,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1394,1394,SPACE,OMGPR-VND-JIT-AL-FEE='A',string,Leaf+88,CONFIRMED,
275,20,OMGPR-VND-JIT-SF-SW,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(1),DISPLAY,1,,N,1395,1395,SPACE,OMGPR-VND-JIT-SF-FEE='S',string,Leaf+88,CONFIRMED,
276,20,OMGPR-A-JIT-LUM-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(7)V9(8),COMP-3,8,8,Y,1396,1403,ZERO,,decimal,Leaf,CONFIRMED,
277,20,OMGPR-A-JIT-EXTRA-DELIV-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(7)V9(8),COMP-3,8,8,Y,1404,1411,ZERO,,decimal,Leaf,CONFIRMED,
278,20,OMGPR-A-JIT-NON-OM-SLCT-FEE,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(7)V9(8),COMP-3,8,8,Y,1412,1419,ZERO,,decimal,Leaf,CONFIRMED,
279,20,OMGPR-D-EFF-JIT-NON-OM-SLCT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(8),DISPLAY,8,,N,1420,1427,SPACE,,string,Leaf,CONFIRMED,
280,20,OMGPR-D-START-JIT-NON-OM-SLCT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(8),DISPLAY,8,,N,1428,1435,SPACE,,string,Leaf,CONFIRMED,
281,20,OMGPR-F-BREAK-BULK-OR-LUOM,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,X(01),DISPLAY,1,,N,1436,1436,,OMGPR-F-BREAK-BULK-FEE='B'; OMGPR-F-LUOM-FEE='L',string,Leaf+88,CONFIRMED,
282,20,OMGPR-P-ACTUAL-BB-OR-LUOM-PCT,OMGPR > OMGPR-C > OMGPR-PRC-OUTPUT-FIELDS > OMGPR-ADDITIONAL-INFORMAT,S9(1)V9(4),COMP-3,3,4,Y,1437,1439,,,decimal,Leaf,CONFIRMED,
283,10,OMGPR-PARM-LENGTH,OMGPR > OMGPR-C,S9(4),DISPLAY,4,,Y,1440,1443,+1789,,int,Leaf,CONFIRMED,
284,10,OMGPR-NDP-CALLED-YN,OMGPR > OMGPR-C,X(1),DISPLAY,1,,N,1444,1444,SPACE,OMGPR-NDP-WAS-CALLED='Y',string,Leaf+88,CONFIRMED,
285,10,OMGPR-F-NEGATIVE-REBATE,OMGPR > OMGPR-C,X(1),DISPLAY,1,,N,1445,1445,SPACE,,string,Leaf,CONFIRMED,
286,10,OMGPR-F-CNT-PRIORITY,OMGPR > OMGPR-C,X(1),DISPLAY,1,,N,1446,1446,SPACE,,string,Leaf,CONFIRMED,
287,10,OMGPR-I-PARENT-VENDOR,OMGPR > OMGPR-C,X(4),DISPLAY,4,,N,1447,1450,SPACE,,string,Leaf,CONFIRMED,
288,10,OMGPR-F-NON-SANC-RATING,OMGPR > OMGPR-C,X(1),DISPLAY,1,,N,1451,1451,SPACE,,string,Leaf,CONFIRMED,
289,10,OMGPR-C-RATING-FLAG,OMGPR > OMGPR-C,X(2),DISPLAY,2,,N,1452,1453,SPACE,,string,Leaf,CONFIRMED,
290,10,OMGPR-HC-GROUP-ID,OMGPR > OMGPR-C,9(08),DISPLAY,8,,N,1454,1461,ZERO,,int,Leaf,CONFIRMED,
291,10,OMGPR-F-HC-COST-FLAG,OMGPR > OMGPR-C,X(01),DISPLAY,1,,N,1462,1462,SPACE,,string,Leaf,CONFIRMED,
292,10,OMGPR-F-HC-SELL-FLAG,OMGPR > OMGPR-C,X(01),DISPLAY,1,,N,1463,1463,SPACE,,string,Leaf,CONFIRMED,
293,10,OMGPR-D-HC-COST-EFF,OMGPR > OMGPR-C,X(10),DISPLAY,10,,N,1464,1473,SPACE,,string,Leaf,CONFIRMED,
294,10,OMGPR-D-HC-SELL-EFF,OMGPR > OMGPR-C,X(10),DISPLAY,10,,N,1474,1483,SPACE,,string,Leaf,CONFIRMED,
295,10,OMGPR-FULL-LUM-SVC-SW,OMGPR > OMGPR-C,X(01),DISPLAY,1,,N,1484,1484,SPACE,,string,Leaf,CONFIRMED,
296,10,OMGPR-SPCL-SRVC-CODE,OMGPR > OMGPR-C,X(3),DISPLAY,3,,N,1485,1487,SPACE,,string,Leaf,CONFIRMED,
297,10,OMGPR-A-PANDAC-PN,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1488,1495,0,,decimal,Leaf,CONFIRMED,
298,10,OMGPR-P-PANDAC-PN,OMGPR > OMGPR-C,S9(3)V9(4),COMP-3,4,4,Y,1496,1499,0,,decimal,Leaf,CONFIRMED,
299,10,OMGPR-FEE-SHRT-CODE-PN,OMGPR > OMGPR-C,X(02),DISPLAY,2,,N,1500,1501,SPACE,,string,Leaf,CONFIRMED,
300,10,OMGPR-SKU-CODE-PN,OMGPR > OMGPR-C,X(04),DISPLAY,4,,N,1502,1505,SPACE,,string,Leaf,CONFIRMED,
301,10,OMGPR-BILLING-FRQ-PN,OMGPR > OMGPR-C,X(02),DISPLAY,2,,N,1506,1507,SPACE,OMGPR-DAILY-BILL-PN='DL'; OMGPR-DAILY-BILL-SEP-PN='DS'; OMGPR-MONTHLY-AUTO-BILL-PN='MA'; OMGPR-MONTHLY-MANUAL-BILL-PN='MM',string,Leaf+88,CONFIRMED,
302,10,OMGPR-FEE-TYPE-PN,OMGPR > OMGPR-C,X(01),DISPLAY,1,,N,1508,1508,SPACE,OMGPR-FEE-PER-LINE-PN='L'; OMGPR-FEE-PER-QTY-PN='Q'; OMGPR-FEE-PER-ORDER-PN='O'; OMGPR-FEE-PCT-SELL-PN='P'; OMGPR-FEE-PCT-COST-PN='C',string,Leaf+88,CONFIRMED,
303,10,OMGPR-A-SURGITRAK-FEE,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1509,1516,0,,decimal,Leaf,CONFIRMED,
304,10,OMGPR-A-MKP-GRP-SAN-GS,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1517,1524,0,,decimal,Leaf,CONFIRMED,
305,10,OMGPR-A-MKP-GRP-NSC-GN,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1525,1532,0,,decimal,Leaf,CONFIRMED,
306,10,OMGPR-A-MKP-IND-MI,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1533,1540,0,,decimal,Leaf,CONFIRMED,
307,10,OMGPR-A-MKP-NON-CON-MN,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1541,1548,0,,decimal,Leaf,CONFIRMED,
308,10,OMGPR-A-MKP-CUS-MC,OMGPR > OMGPR-C,S9(7)V9(8),COMP-3,8,8,Y,1549,1556,0,,decimal,Leaf,CONFIRMED,
309,10,OMGPR-FILLER,OMGPR > OMGPR-C,X(217),DISPLAY,217,,N,1557,1773,,,string,Leaf,CONFIRMED,Reserved/unused space; not consumed by any program logic in upload/.
